"age","genename","measurement","percent"
20,"SOX2",0.627701379507878,0.0219
21,"SOX2",0.163032729611227,0.0128
22,"SOX2",0.297890494299632,0.0121666666666667
23,"SOX2",0.696305695558054,0.02015
11,"FUT4",0.626369835470061,0.00585
12,"FUT4",0.816747336923408,0.00775
13,"FUT4",0,0.00035
14,"FUT4",0.754045219922962,0.00615
15,"FUT4",0.814626238165148,0.00973333333333333
16,"FUT4",0.887151485830987,0.0179
17,"FUT4",0.986689157813751,0.03205
18,"FUT4",0.535037113233418,0.00825
19,"FUT4",1,0.02815
20,"FUT4",0.570359691414903,0.0078
21,"FUT4",0.738290351986742,0.00945
22,"FUT4",0.394959629841638,0.0103666666666667
23,"FUT4",0.853873700796087,0.0136
11,"TBR1",0.47540369782003,0.0175
12,"TBR1",0.419145099131112,0.0101
13,"TBR1",0,0.00085
14,"TBR1",0.300949572259681,0.00555
15,"TBR1",0.205285454605006,0.0051
16,"TBR1",0.280013121213774,0.01245
17,"TBR1",0.30411050071478,0.013775
18,"TBR1",0.253971993399471,0.012675
19,"TBR1",0.442785892834878,0.034375
20,"TBR1",0.600861531868512,0.0354666666666667
21,"TBR1",0.550387866182574,0.03895
22,"TBR1",0.500946162848441,0.0271
23,"TBR1",1,0.072
11,"EOMES",0.448186875835002,0.38755
12,"EOMES",0.654302663223002,0.45255
13,"EOMES",0,0.24095
14,"EOMES",0.875401837561298,0.5435
15,"EOMES",0.69073609763133,0.480333333333333
16,"EOMES",0.598844432807802,0.4324
17,"EOMES",0.581884826651042,0.410575
18,"EOMES",0.337626204336584,0.35205
19,"EOMES",0.713530865312629,0.471425
20,"EOMES",0.654551169593521,0.456033333333333
21,"EOMES",0.744426932141816,0.4758
22,"EOMES",0.489272547765114,0.3852
23,"EOMES",1,0.5566
11,"NTRK2",0.735976996434766,0.0288
12,"NTRK2",0.554847409699265,0.01985
13,"NTRK2",0,0.0084
14,"NTRK2",0.269048049617431,0.00995
15,"NTRK2",0.285275039200852,0.0132
16,"NTRK2",0.409718944175078,0.01955
17,"NTRK2",1,0.043225
18,"NTRK2",0.64111918229954,0.029425
19,"NTRK2",0.800074713114748,0.03355
20,"NTRK2",0.65553864629584,0.0290666666666667
21,"NTRK2",0.63400351627839,0.02815
22,"NTRK2",0.618060515157425,0.0293666666666667
23,"NTRK2",0.940667012958446,0.03865
11,"TUBB3",1,0.027
12,"TUBB3",0.927414051996655,0.04105
13,"TUBB3",0.719486912183053,0.0129
14,"TUBB3",0.13704987787814,0.007
15,"TUBB3",0.155504632270857,0.00956666666666667
16,"TUBB3",0.229026850539531,0.009
17,"TUBB3",0.628838053764688,0.015375
18,"TUBB3",0.335646655260844,0.011275
19,"TUBB3",0.261263029143098,0.0126
20,"TUBB3",0.0278981739736286,0.0109
21,"TUBB3",0.239320776967373,0.0111
22,"TUBB3",0,0.0021
23,"TUBB3",0.286466850276289,0.0029
11,"VCAM1",0.801176951207401,0.09605
12,"VCAM1",1,0.12865
13,"VCAM1",0.496779239875547,0.068
14,"VCAM1",0.653841227136109,0.0673
15,"VCAM1",0.459749887479592,0.0495666666666667
16,"VCAM1",0.400548209954974,0.0389
17,"VCAM1",0.368150597009322,0.051575
18,"VCAM1",0.270307778764327,0.0408
19,"VCAM1",0.252997000161371,0.03635
20,"VCAM1",0.277231035088618,0.0370666666666667
21,"VCAM1",0.218116320117516,0.02815
22,"VCAM1",0,0.0123333333333333
23,"VCAM1",0.218663739420083,0.0236
