"age","genename","measurement","percent"
11,"Aldh1a1",0.00304542670572719,0.00155217016384018
12,"Aldh1a1",0,0.00116097888851547
13,"Aldh1a1",0.126203911982697,0.00218579234972678
14,"Aldh1a1",0.399257541796277,0.00782122905027933
15,"Aldh1a1",0.495501357415608,0.00869410929737402
16,"Aldh1a1",0.920784869035905,0.0145646606914213
17,"Aldh1a1",0.977377332781122,0.031957928802589
18,"Aldh1a1",1,0.0206437593372267
11,"Fabp7",0.0124823485216074,0.464271342339753
12,"Fabp7",0.00798541073702191,0.40594543399224
13,"Fabp7",0.0613687552802916,0.320947176684882
14,"Fabp7",0,0.189664804469274
15,"Fabp7",0.359441716232101,0.238289567068843
16,"Fabp7",0.399674428832098,0.223111395646607
17,"Fabp7",1,0.385517799352751
18,"Fabp7",0.679774004281904,0.305310335461089
11,"Itgam",0,0
12,"Itgam",0.0104339400622102,6.11041520271302e-05
13,"Itgam",0.087803197106653,0.000364298724954463
14,"Itgam",0.0252234467174152,0.000139664804469274
15,"Itgam",0.165329133062882,0.00035486160397445
16,"Itgam",0.104812194971803,0.000320102432778489
17,"Itgam",1,0.00283171521035599
18,"Itgam",0.826175130736549,0.00203721309248947
11,"Ptprc",0.0743340708454224,0.00442655935613682
12,"Ptprc",0.0450401985891897,0.0032385200574379
13,"Ptprc",0,0.00145719489981785
14,"Ptprc",0.0741014512504902,0.00488826815642458
15,"Ptprc",0.157207013442757,0.00479063165365507
16,"Ptprc",0.416096538607411,0.0102432778489117
17,"Ptprc",0.974196890125883,0.023462783171521
18,"Ptprc",1,0.0214586445742225
11,"Bcl11b",0.0711626436962215,0.216211555044553
12,"Bcl11b",1,0.333567565916104
13,"Bcl11b",0.469094726415032,0.234426229508197
14,"Bcl11b",0.703697435723982,0.264525139664804
15,"Bcl11b",0.842358615223391,0.241483321504613
16,"Bcl11b",0.788576207509916,0.245358514724712
17,"Bcl11b",0,0.0974919093851133
18,"Bcl11b",0.510174151514006,0.174113812304767
11,"Cux1",0.480103565554531,0.548663409025582
12,"Cux1",1,0.52900919617488
13,"Cux1",0.28973214752901,0.427140255009107
14,"Cux1",0.167405566154117,0.442597765363129
15,"Cux1",0.60503412450768,0.449254790631654
16,"Cux1",0,0.417893725992318
17,"Cux1",0.702813008626504,0.493527508090615
18,"Cux1",0.181054788380828,0.395219339942958
11,"Dcx",0.207796186562438,0.369301523426272
12,"Dcx",0.699887096245266,0.443524487488925
13,"Dcx",0.91079359345104,0.52040072859745
14,"Dcx",0.891802152484427,0.543016759776536
15,"Dcx",1,0.532469836763662
16,"Dcx",0.501830860501565,0.450224071702945
17,"Dcx",0,0.319174757281553
18,"Dcx",0.266870670554264,0.344832269455385
11,"Adgre1",0.0437558101381283,0.00586375395228514
12,"Adgre1",0.00624685603493384,0.00388011365372277
13,"Adgre1",0,0.0034608378870674
14,"Adgre1",0.0863139921731183,0.00754189944134078
15,"Adgre1",0.0955787958431267,0.00816181689141235
16,"Adgre1",0.271024899370488,0.0148847631241997
17,"Adgre1",1,0.0412621359223301
18,"Adgre1",0.849361330421999,0.0397935624066277
11,"Gad2",0.473139516533138,0.155791894222478
12,"Gad2",0.916567289151591,0.215636552503743
13,"Gad2",0.815581989681102,0.240072859744991
14,"Gad2",1,0.273324022346369
15,"Gad2",0.723293022577145,0.214691270404542
16,"Gad2",0.549861956173431,0.193501920614597
17,"Gad2",0,0.0752427184466019
18,"Gad2",0.153139285863986,0.115170446828738
11,"Gfap",0.0368391072888883,0.000919804541534924
12,"Gfap",0.0182270785376359,0.000519385292230607
13,"Gfap",0,0.000182149362477231
14,"Gfap",0.00108306694387116,0.000279329608938547
15,"Gfap",0.0775032367284135,0.00106458481192335
16,"Gfap",0.041064731650435,0.000800256081946223
17,"Gfap",1,0.00647249190938511
18,"Gfap",0.863493843747453,0.0050251256281407
11,"Slc1a3",0,0.119114688128773
12,"Slc1a3",0.0430549696138512,0.122269408206288
13,"Slc1a3",0.0720652968993193,0.0885245901639344
14,"Slc1a3",0.0776356869584137,0.0870111731843575
15,"Slc1a3",0.237824955030796,0.133427963094393
16,"Slc1a3",0.339129153200444,0.145966709346991
17,"Slc1a3",1,0.330501618122977
18,"Slc1a3",0.713574005564849,0.226130653266332
11,"Mki67",0.928103836875706,0.240528887611383
12,"Mki67",1,0.193028016253704
13,"Mki67",0.109522709103354,0.0459016393442623
14,"Mki67",0,0.0349162011173184
15,"Mki67",0.0539711304844169,0.0415188076650106
16,"Mki67",0.0809328126071464,0.0414532650448143
17,"Mki67",0.802861481638058,0.128236245954693
18,"Mki67",0.0991896886021736,0.0351758793969849
11,"Map2",0.311298639562375,0.613394653636102
12,"Map2",0.691883538770994,0.727169961198863
13,"Map2",1,0.802367941712204
14,"Map2",0.944197984505928,0.828351955307263
15,"Map2",0.793800306881648,0.808374733853797
16,"Map2",0.532006918711237,0.756722151088348
17,"Map2",0,0.630663430420712
18,"Map2",0.437662567317981,0.665353796007062
11,"Mcam",0,0.0120149468237999
12,"Mcam",0.0727292095784911,0.0133207051419144
13,"Mcam",0.0327476114789756,0.00910746812386157
14,"Mcam",0.0933260238262299,0.0125698324022346
15,"Mcam",0.313273624867034,0.0232434350603265
16,"Mcam",0.255610931903392,0.0206466069142125
17,"Mcam",1,0.0408576051779935
18,"Mcam",0.65300101376555,0.0328670378921635
11,"Cdh2",0.415844661011926,0.588215004311584
12,"Cdh2",1,0.644343283126088
13,"Cdh2",0.390024245414025,0.501821493624772
14,"Cdh2",0.39376217297321,0.517737430167598
