"age","genename","measurement","percent"
16,"SLC1A3",1,0.20725
17,"SLC1A3",0.691093575228005,0.1335
18,"SLC1A3",0.685997636315704,0.1244
19,"SLC1A3",0.395680655941961,0.09555
20,"SLC1A3",0.160994857142449,0.06145
21,"SLC1A3",0.209167708674817,0.07265
22,"SLC1A3",0,0.04295
23,"SLC1A3",0.266136019105023,0.08295
11,"MKI67",0,0.00015
12,"MKI67",0.0149291225354177,1e-04
13,"MKI67",0.00444865866543187,5e-05
14,"MKI67",0.0401173007815028,5e-05
15,"MKI67",0.0641465615763832,1e-04
16,"MKI67",0.0413853366313191,1e-04
17,"MKI67",0.119519650442592,2e-04
18,"MKI67",0.127210872062464,4e-04
19,"MKI67",0.4749975850359,0.0036
20,"MKI67",0.573846281314243,0.00465
21,"MKI67",0.561029496549524,0.0045
22,"MKI67",1,0.0148
23,"MKI67",0.71566460306897,0.00645
11,"MAP2",0.401413265171248,1
12,"MAP2",0.451644179569825,1
13,"MAP2",0.275779620596296,1
14,"MAP2",0.45065285252984,1
15,"MAP2",0.268734600059936,1
16,"MAP2",0.173673232569634,1
17,"MAP2",0.0934582149800586,1
18,"MAP2",0.240893734926061,1
19,"MAP2",0,1
20,"MAP2",0.715376186092381,1
21,"MAP2",0.816642955029901,1
22,"MAP2",1,1
23,"MAP2",0.996553825005452,1
11,"MCAM",1,0.10125
12,"MCAM",0.691757854522751,0.03835
13,"MCAM",0.388723119110352,0.006
14,"MCAM",0.594314493686855,0.01705
15,"MCAM",0.468299727762979,0.019
16,"MCAM",0.249379451693001,0.0104
17,"MCAM",0.194827371858407,0.0197
18,"MCAM",0,0.00215
19,"MCAM",0.237376320874326,0.04075
20,"MCAM",0.127506331689175,0.01505
21,"MCAM",0.249786470694653,0.0237
22,"MCAM",0.0813143797321405,0.0173
23,"MCAM",0.249660535168148,0.02085
11,"CDH2",0.10220033608188,0.0063
12,"CDH2",0.196004328772717,0.00755
13,"CDH2",0,0.00485
14,"CDH2",0.359882611306114,0.0118
15,"CDH2",0.50304455840887,0.0159
16,"CDH2",0.307703198124218,0.0126
17,"CDH2",0.616739353512285,0.0286
18,"CDH2",0.483097605841174,0.02925
19,"CDH2",0.847134140291176,0.04985
20,"CDH2",0.713073514049271,0.042
21,"CDH2",0.810305936933658,0.04525
22,"CDH2",1,0.06195
23,"CDH2",0.906255351731377,0.0518
11,"NES",0.594114811108889,0.66925
12,"NES",1,0.78135
13,"NES",0.161298174514682,0.537
14,"NES",0.993250647396833,0.8374
15,"NES",0.961183261149995,0.8328
