"","marker","tissue","lag_minus_6","lag_minus_5","lag_minus_4","lag_minus_3","lag_minus_2","lag_minus_1","lag_0","lag_plus_1","lag_plus_2","lag_plus_3","lag_plus_4","lag_plus_5","lag_plus_6"
"109","Sox2","telencephalon","0.0486382099589985","0.136893116390379","0.224802009920158","0.281184746999459","0.293996370249792","0.0925532767558582","-0.341002293045933","-0.674247395366805","-0.700055334910026","-0.399922669442245","-0.15819661227943","0.183310290904776","0.631047581598251"
"110","Sox2","diencephalon","-0.0784969024401364","-0.0612481575311066","-0.0209292223011772","0.0514498284971042","0.256333779843199","0.44839117110538","0.233637404176604","-0.193515529056822","-0.441153353143495","-0.236103458934083","-0.282942540247366","-0.239357939341924","0.34459795733603"
"111","Sox2","midbrain","0.375351148066053","-0.223864339547759","-0.456214011291183","-0.421300413641498","-0.433234602882577","0.275488603503183","0.717866260576929","0.566062840241998","-0.0322240855511518","-0.247450061364855","-0.275046443660769","-0.182319030712004","0.103025867337166"
"112","Sox2","hindbrain","-0.247339938321765","-0.167478246003747","0.512076722216581","0.535757026483186","0.410059437784922","-0.336070298110918","-0.702875648024827","-0.272188181961226","-0.092680181751274","0.118362058314425","0.110626268864634","-0.023222136363237","0.102439454140128"
"113","SSEA_1","telencephalon","-0.149176164946393","-0.254440717192066","0.273500939652205","0.525678418829335","0.251388418518223","0.359617590807513","-0.346945684497084","-0.11204801690804","-0.259373148419254","-0.0669542480049525","0.0359561978762991","0.0470278205403301","-0.0263722439005498"
"114","SSEA_1","diencephalon","0.145782109934941","0.119708389464522","0.384237479380571","0.210069739114874","-0.344936914919478","-0.225394371022788","-0.708590719922327","-0.0416781150309371","-0.0326763936794439","0.230490067854635","0.22645767559735","0.121064876108126","-0.00993514146920172"
"115","SSEA_1","midbrain","0.0785541065835805","-0.0273554696033977","-0.00845808521212997","0.0119521729051384","0.122584699905609","0.231154900182237","-0.212744668143601","-0.090944640898822","-0.10887603535714","0.27502932076217","-0.175711439566763","-0.653497270004614","0.301037365634717"
"116","SSEA_1","hindbrain","0.138502405042471","-0.409304974873639","-0.00493100345405963","-0.0742989322027354","0.00269572217359047","0.591085390227528","-0.14161342018038","0.386358601498317","0.336948053862509","-0.0134186208447126","-0.160803829218165","-0.270752526667205","-0.160717171549185"
"117","Tbr1","telencephalon","0.250757507483054","0.242400020296455","-0.119564908708036","-0.408664845235798","-0.184028088839262","-0.037880161794808","-0.0898786052500319","-0.435817025702713","0.00751435054251475","0.495801743042256","0.275098807626671","-0.190524692488613","-0.0284075664344026"
"118","Tbr1","diencephalon","0.00262248067386209","-0.017457696175369","0.0221654781292345","0.0772298999033746","0.322934275026791","0.0198345123397852","-0.313045561259326","-0.714673580159334","-0.0519455490247679","0.518459991910687","0.291426245874125","-0.227677758722846","-0.0355169882599606"
"119","Tbr1","midbrain","-0.0710633331662046","0.0113266156234961","-0.265407662901796","-0.412103671123444","-0.281718863789858","0.503409562770935","0.621885995267115","0.597586885167255","0.000866476671033416","-0.0480555145601657","-0.113765628928466","-0.221059060434352","-0.174603747041605"
"120","Tbr1","hindbrain","-0.643634538188441","-0.258240609058432","0.373803842189715","0.603662158990849","0.593178685887596","0.222418734665767","-0.0651045392112607","-0.0998804588946903","-0.206757667579125","-0.190539077129901","-0.1247779595891","-0.0340742422843155","0.0119268730836214"
"121","Tbr2","telencephalon","0.207024966965505","0.20137284401246","0.1370398890891","-0.0904327166422853","-0.0919698345885307","-0.273013288889053","-0.691857449049004","-0.289982580916495","-0.0114657495458279","0.182827341460789","0.452725237477203","-0.240866672063477","0.280405390567563"
"122","Tbr2","diencephalon","0.0448789396580135","0.0167288573886822","-0.0531545055402422","-0.206350624523294","-0.0291848844368771","-0.0848973956377458","-0.172710033255795","0.183614776215421","0.195821532933704","0.278625534848683","0.320231419290425","-0.611088521602199","0.142360459798969"
"123","Tbr2","midbrain","0.048361154676389","0.191264788386576","-0.298540974674751","-0.314842183304995","-0.14923948072221","-0.0277052026669325","0.916856240487247","0.0776242704963038","-0.192734093816013","-0.173093043610188","-0.249829169755382","0.316035187488019","-0.0698073064171525"
"124","Tbr2","hindbrain","-0.367768681503522","0.101034813521071","0.31281832320354","0.323240646941516","0.244237327380268","-0.243638972393496","-0.0725952343607766","-0.187700940520848","-0.261769000456534","-0.106557145432397","-0.00421864541078518","-0.20621611311931","0.309599349638942"
"125","TrkB","telencephalon","0.0543122838178285","0.0523399016296986","-0.26051016538839","-0.353310181640047","0.0247851242009895","-0.0319929035414051","-0.120782863677061","0.244902890907771","0.202855231509483","0.376505798347473","-0.0988750395615362","-0.372334603352876","-0.0236294176728019"
"126","TrkB","diencephalon","-0.369874351236234","-0.210514446686827","-0.00316221454032108","0.151041920712963","0.493985338816137","0.408200411278203","0.327402173577658","0.272021695806394","-0.287607053507296","-0.375376884531044","-0.378480062044154","-0.296484918211379","0.171953905779795"
"127","TrkB","midbrain","0.0712603174095348","0.0762571342474618","-0.0434642559179173","0.173585236688645","0.339285796418187","-0.00546297606160668","-0.360856647087047","-0.347498677526619","-0.171719553139809","-0.19817506844259","-0.38852243755313","-0.0669891541872483","0.442768820119985"
"128","TrkB","hindbrain","-0.478297281959787","-0.373395462905296","-0.217279547845663","-0.0490529830428467","0.298052385864265","0.542440799275609","0.796591838442974","0.688938970882108","0.104417972485404","-0.0415239983327119","-0.292167669971343","-0.39777334729457","-0.317427620900938"
"129","TuJ1","telencephalon","-0.251930001671721","-0.279700203061374","0.0744255944012971","0.497385757247275","0.654647709827197","0.355723878900501","-0.00595732830498634","-0.375778298418416","-0.351717988611338","-0.374873359912428","-0.0795983427556972","0.122653158835954","0.136269439387781"
"130","TuJ1","diencephalon","-0.0599146049338603","-0.124238386702491","-0.267446576083301","-0.435242451024552","-0.250909818365353","0.211178816613311","0.723402776620344","0.743361208830472","0.56752641672057","0.141527596504175","-0.189027778651113","-0.429126552632133","-0.361494873859981"
"131","TuJ1","midbrain","-0.0166651972216998","-0.0431472456544395","-0.0836730513647738","-0.206841013210016","-0.241534546997576","-0.178833338354709","-0.145949805617555","0.434710845922069","0.693632186024442","0.524798024776269","0.389938493225602","-0.20195701614831","-0.636186155936036"
"132","TuJ1","hindbrain","-0.0629520894608823","-0.265528803469052","-0.0725537180033415","-0.313775487975392","-0.0915108230907377","0.0378562745314145","0.411634525769351","0.614357525889511","0.732999524160332","0.132893331757822","-0.132571421673411","-0.350153686709083","-0.37565749482492"
"133","VCAM1","telencephalon","0.220254742730153","0.239151524851752","-0.0560086688122661","-0.448333713817058","-0.613379014031606","-0.51364962636283","-0.0810798790536226","0.372765150482761","0.617836347706535","0.536863442672127","0.186805065111431","-0.156840195121286","-0.289445861501148"
"134","VCAM1","diencephalon","0.271016755250214","0.392399350588484","0.333507490871518","0.0704925447542357","-0.0784237632557625","-0.598364792496705","-0.787352060588506","-0.680248905619752","-0.414252175235023","0.0441657425021573","0.254884556279968","0.382464729080477","0.477011596178701"
"135","VCAM1","midbrain","0.139717914393139","0.18882300316984","0.255463948724419","0.250903101712607","0.202364114216641","-0.205366062082444","-0.546582972206626","-0.528997001572898","-0.520372629513408","-0.409918031937789","-0.214967052329339","0.410843905168611","0.677024394853196"
"136","VCAM1","hindbrain","0.00428426654922066","0.0884860268024412","0.2537733656196","0.285616882298009","0.348743466765757","-0.0406305632649793","-0.341441137074154","-0.654678977084663","-0.630424761217558","-0.213881707004314","0.0309442991729075","0.244689829904341","0.481073984035558"
